SA2_CODE21,LST_slope,LST_p,LST_trend,NDVI_slope,NDVI_p,NDVI_trend,NDBI_slope,NDBI_p,NDBI_trend
206061516,0.0005314870701394168,0.9813671252686653,no trend,0.002388728194164193,0.00016981157303574967,increasing,-0.00015344024724183223,0.5911541483740381,no trend
206071139,0.026714067508931964,0.5911541483740381,no trend,0.003292689676299372,5.3357947806809136e-05,increasing,-0.0012016508219998558,0.020769866768182377,decreasing
206071140,-0.033629572781427086,0.6572273920607943,no trend,0.003562548497311996,0.0007079791172892591,increasing,-0.0017211052023682416,0.00628497005627171,decreasing
206071141,0.00920788973016053,0.7972523796379414,no trend,0.002711652525559147,1.2574637393125698e-05,increasing,-0.00015673551092849604,0.5911541483740381,no trend
206071142,0.00023618165970135536,1.0,no trend,0.0034950487568816383,1.3349516918559345e-06,increasing,-0.0005470547390024917,0.058523973520625105,no trend
206071143,-0.0043779304829693,0.9813671252686653,no trend,0.003924335768212727,6.505027394410057e-05,increasing,-0.0012937370270722582,0.010906151033361455,decreasing
206071145,0.010801012832227168,0.9070384808036946,no trend,0.0039026721953889787,0.0022170615811702987,increasing,-0.0027190980833402024,0.007235176109436026,decreasing
206071517,-0.02376192847103177,0.69134204811853,no trend,0.0032243238654928574,0.00014074245671946706,increasing,-0.0015038121688682978,0.004070304881397702,decreasing
206071518,0.010466672575064234,0.8701367570919354,no trend,0.003770840141882636,2.6745756389612296e-06,increasing,-0.0007144538378897117,0.09727654970369648,no trend
207011146,0.000556520571205373,0.9813671252686653,no trend,0.0017713884452669887,0.03765485026971738,increasing,-0.0018610417886324327,0.023486186933639575,decreasing
207011147,0.030022242752024454,0.4690632682744802,no trend,0.0015253375368354705,0.047125304183912364,increasing,-0.0007377421359990814,0.11763382782129739,no trend
207011148,0.0255176136993035,0.6238124360692694,no trend,0.001756683398463544,0.09727654970369648,no trend,-0.00144037271867063,0.08821070970409317,no trend
207011149,0.056153014679869176,0.2524605042504313,no trend,0.0023135004001715474,0.004714044997715217,increasing,-0.0009551377526021906,0.058523973520625105,no trend
207011150,0.015177564940329683,0.5593049468922573,no trend,0.0021587902273769027,0.016147623299816338,increasing,-0.001353835167915097,0.03356141170311466,decreasing
207011152,0.047430531059454314,0.3623776993195864,no trend,0.002965228721036058,0.0005965451621383622,increasing,-0.0008207313359928168,0.10707235212149269,no trend
207011154,0.04321451833453499,0.5593049468922573,no trend,0.003055662850203083,0.001168988918142766,increasing,-0.0027310440574995418,0.0016164569904013604,decreasing
207011155,0.03483873253622688,0.498219385345291,no trend,0.002534766743038143,0.007235176109436026,increasing,-0.000667571598482724,0.11763382782129739,no trend
